year,month,institution_name,population_felons,civil_addict,total_population,designed_capacity,percent_occupied,staffed_capacity,source_pdf_name
2017,02,CIW (CA INSTITUTION FOR WOMEN),1933,0,1933,1398,138.3,2038,TPOP1Ad1702.pdf
2017,02,CCWF (CENTRAL CA WOMEN'S FAC),2889,0,2889,2004,144.2,3513,TPOP1Ad1702.pdf
2017,02,WSP (WASCO SP),5059,0,5059,2984,169.5,4997,TPOP1Ad1702.pdf
2017,02,VSP (VALLEY SP),3396,0,3396,1980,171.5,3358,TPOP1Ad1702.pdf
2017,02,SVSP (SALINAS VALLEY SP),3372,1,3373,2452,137.6,3657,TPOP1Ad1702.pdf
2017,02,SQ (SAN QUENTIN SP),3714,0,3714,3082,120.5,3956,TPOP1Ad1702.pdf
2017,02,"SOL (CA SP, SOLANO)",4135,0,4135,2610,158.4,3866,TPOP1Ad1702.pdf
2017,02,SCC (SIERRA CONSERVATION CENTER),4161,0,4161,3936,105.7,4774,TPOP1Ad1702.pdf
2017,02,SATF (CA SUBSTANCE ABUSE TREAT FAC),5544,0,5544,3424,161.9,5407,TPOP1Ad1702.pdf
2017,02,"SAC (CA SP, SACRAMENTO)",2197,0,2197,1828,120.2,2338,TPOP1Ad1702.pdf
2017,02,RJD (RJ DONOVAN CORRECTIONAL FAC),3501,0,3501,2992,117.0,4097,TPOP1Ad1702.pdf
2017,02,PVSP (PLEASANT VALLEY SP),3188,0,3188,2308,138.1,3533,TPOP1Ad1702.pdf
2017,02,PBSP (PELICAN BAY SP),2106,0,2106,2380,88.5,2519,TPOP1Ad1702.pdf
2017,02,NKSP (NORTH KERN SP),4650,0,4650,2694,172.6,4529,TPOP1Ad1702.pdf
2017,02,MCSP (MULE CREEK SP),3631,0,3631,3284,110.6,4343,TPOP1Ad1702.pdf
2017,02,"LAC (CA SP, LOS ANGELES COUNTY)",3395,1,3396,2300,147.7,3550,TPOP1Ad1702.pdf
2017,02,KVSP (KERN VALLEY SP),3738,0,3738,2448,152.7,3884,TPOP1Ad1702.pdf
2017,02,ISP (IRONWOOD SP),3066,0,3066,2200,139.4,3200,TPOP1Ad1702.pdf
2017,02,HDSP (HIGH DESERT SP),3692,0,3692,2324,158.9,3461,TPOP1Ad1702.pdf
2017,02,FOL (FOLSOM SP) (MALE),2431,0,2431,2066,117.7,2893,TPOP1Ad1702.pdf
2017,02,DVI (DEUEL VOCATIONAL INSTITUTION),2160,0,2160,1681,128.5,2580,TPOP1Ad1702.pdf
2017,02,CVSP (CHUCKAWALLA VALLEY SP),2586,0,2586,1738,148.8,2478,TPOP1Ad1702.pdf
2017,02,CTF (CORRECTIONAL TRAINING FAC),5250,0,5250,3312,158.5,5231,TPOP1Ad1702.pdf
2017,02,"CRC (CAL REHAB CTR, MEN)",2724,0,2724,2491,109.4,3487,TPOP1Ad1702.pdf
2017,02,"COR (CA SP, CORCORAN)",3442,0,3442,3116,110.5,3769,TPOP1Ad1702.pdf
2017,02,CMF (CA MEDICAL FAC),2550,0,2550,2361,108.0,2774,TPOP1Ad1702.pdf
2017,02,CMC (CA MEN'S COLONY),3871,0,3871,3838,100.9,4660,TPOP1Ad1702.pdf
2017,02,CIM (CA INSTITUTION FOR MEN),3531,0,3531,2976,118.6,4504,TPOP1Ad1702.pdf
2017,02,CHCF (CA HEALTH CARE FAC - STOCKTON),2437,0,2437,2951,82.6,2951,TPOP1Ad1702.pdf
2017,02,CEN (CENTINELA SP),3609,0,3609,2308,156.4,3433,TPOP1Ad1702.pdf
2017,02,CCI (CA CORRECTIONAL INSTITUTION),3812,0,3812,2783,137.0,4120,TPOP1Ad1702.pdf
2017,02,CCC (CA CORRECTIONAL CENTER),4305,0,4305,3883,110.9,4667,TPOP1Ad1702.pdf
2017,02,CAL (CALIPATRIA SP),3793,0,3793,2308,164.3,3333,TPOP1Ad1702.pdf
2017,02,ASP (AVENAL SP),3419,0,3419,2920,117.1,4370,TPOP1Ad1702.pdf
2017,03,FOL (FOLSOM SP) (FEMALE),413,0,413,403,102.5,483,TPOP1Ad1703.pdf
2017,03,CIW (CA INSTITUTION FOR WOMEN),1941,0,1941,1398,138.8,2038,TPOP1Ad1703.pdf
2017,03,CCWF (CENTRAL CA WOMEN'S FAC),2902,0,2902,2004,144.8,2966,TPOP1Ad1703.pdf
2017,03,WSP (WASCO SP),5149,0,5149,2984,172.6,4997,TPOP1Ad1703.pdf
2017,03,VSP (VALLEY SP),3382,0,3382,1980,170.8,3358,TPOP1Ad1703.pdf
2017,03,SVSP (SALINAS VALLEY SP),3476,0,3476,2452,141.8,3657,TPOP1Ad1703.pdf
2017,03,SQ (SAN QUENTIN SP),3811,0,3811,3082,123.7,3956,TPOP1Ad1703.pdf
2017,03,"SOL (CA SP, SOLANO)",4073,0,4073,2610,156.1,3866,TPOP1Ad1703.pdf
2017,03,SCC (SIERRA CONSERVATION CENTER),4134,0,4134,3936,105.0,4774,TPOP1Ad1703.pdf
2017,03,SATF (CA SUBSTANCE ABUSE TREAT FAC),5644,0,5644,3424,164.8,5407,TPOP1Ad1703.pdf
2017,03,"SAC (CA SP, SACRAMENTO)",2284,0,2284,1828,124.9,2393,TPOP1Ad1703.pdf
2017,03,RJD (RJ DONOVAN CORRECTIONAL FAC),3681,0,3681,2992,123.0,4097,TPOP1Ad1703.pdf
2017,03,PVSP (PLEASANT VALLEY SP),3154,0,3154,2308,136.7,3533,TPOP1Ad1703.pdf
2017,03,PBSP (PELICAN BAY SP),2068,0,2068,2380,86.9,2519,TPOP1Ad1703.pdf
2017,03,NKSP (NORTH KERN SP),4703,0,4703,2694,174.6,4529,TPOP1Ad1703.pdf
2017,03,MCSP (MULE CREEK SP),3648,0,3648,3284,111.1,4343,TPOP1Ad1703.pdf
2017,03,"LAC (CA SP, LOS ANGELES COUNTY)",3423,0,3423,2300,148.8,3550,TPOP1Ad1703.pdf
2017,03,KVSP (KERN VALLEY SP),3684,0,3684,2448,150.5,3884,TPOP1Ad1703.pdf
2017,03,ISP (IRONWOOD SP),3023,0,3023,2200,137.4,3200,TPOP1Ad1703.pdf
2017,03,HDSP (HIGH DESERT SP),3647,0,3647,2324,156.9,3461,TPOP1Ad1703.pdf
2017,03,FOL (FOLSOM SP) (MALE),2464,0,2464,2066,119.3,2893,TPOP1Ad1703.pdf
2017,03,DVI (DEUEL VOCATIONAL INSTITUTION),2272,0,2272,1681,135.2,2579,TPOP1Ad1703.pdf
2017,03,CVSP (CHUCKAWALLA VALLEY SP),2640,0,2640,1738,151.9,2478,TPOP1Ad1703.pdf
2017,03,CTF (CORRECTIONAL TRAINING FAC),5216,0,5216,3312,157.5,5231,TPOP1Ad1703.pdf
2017,03,"CRC (CAL REHAB CTR, MEN)",2735,0,2735,2491,109.8,3487,TPOP1Ad1703.pdf
2017,03,"COR (CA SP, CORCORAN)",3324,0,3324,3116,106.7,3769,TPOP1Ad1703.pdf
2017,03,CMF (CA MEDICAL FAC),2566,0,2566,2361,108.7,2774,TPOP1Ad1703.pdf
2017,03,CMC (CA MEN'S COLONY),3855,0,3855,3838,100.4,4660,TPOP1Ad1703.pdf
2017,03,CIM (CA INSTITUTION FOR MEN),3525,0,3525,2976,118.4,4254,TPOP1Ad1703.pdf
2017,03,CHCF (CA HEALTH CARE FAC - STOCKTON),2403,1,2404,2951,81.5,2951,TPOP1Ad1703.pdf
2017,03,CEN (CENTINELA SP),3631,0,3631,2308,157.3,3333,TPOP1Ad1703.pdf
2017,03,CCI (CA CORRECTIONAL INSTITUTION),3875,0,3875,2783,139.2,4120,TPOP1Ad1703.pdf
2017,03,CCC (CA CORRECTIONAL CENTER),4277,0,4277,3883,110.1,4667,TPOP1Ad1703.pdf
2017,03,CAL (CALIPATRIA SP),3819,0,3819,2308,165.5,3333,TPOP1Ad1703.pdf
2017,03,ASP (AVENAL SP),3629,0,3629,2920,124.3,4370,TPOP1Ad1703.pdf
2017,04,FOL (FOLSOM SP) (FEMALE),447,0,447,403,110.9,483,TPOP1Ad1704.pdf
2017,04,CIW (CA INSTITUTION FOR WOMEN),1904,0,1904,1398,136.2,1858,TPOP1Ad1704.pdf
2017,04,CCWF (CENTRAL CA WOMEN'S FAC),2871,0,2871,2004,143.3,2966,TPOP1Ad1704.pdf
2017,04,WSP (WASCO SP),5233,0,5233,2984,175.4,4351,TPOP1Ad1704.pdf
2017,04,VSP (VALLEY SP),3470,0,3470,1980,175.3,2954,TPOP1Ad1704.pdf
2017,04,SVSP (SALINAS VALLEY SP),3612,0,3612,2452,147.3,3409,TPOP1Ad1704.pdf
2017,04,SQ (SAN QUENTIN SP),3805,0,3805,3082,123.5,3956,TPOP1Ad1704.pdf
2017,04,"SOL (CA SP, SOLANO)",4005,0,4005,2610,153.4,3882,TPOP1Ad1704.pdf
2017,04,SCC (SIERRA CONSERVATION CENTER),4223,0,4223,3936,107.3,4660,TPOP1Ad1704.pdf
2017,04,SATF (CA SUBSTANCE ABUSE TREAT FAC),5571,0,5571,3424,162.7,4979,TPOP1Ad1704.pdf
2017,04,"SAC (CA SP, SACRAMENTO)",2301,0,2301,1828,125.9,2393,TPOP1Ad1704.pdf
2017,04,RJD (RJ DONOVAN CORRECTIONAL FAC),3746,0,3746,2992,125.2,3942,TPOP1Ad1704.pdf
2017,04,PVSP (PLEASANT VALLEY SP),3146,0,3146,2308,136.3,3333,TPOP1Ad1704.pdf
2017,04,PBSP (PELICAN BAY SP),2032,0,2032,2380,85.4,2519,TPOP1Ad1704.pdf
2017,04,NKSP (NORTH KERN SP),4633,0,4633,2694,172.0,3911,TPOP1Ad1704.pdf
2017,04,MCSP (MULE CREEK SP),3611,0,3611,3284,110.0,4001,TPOP1Ad1704.pdf
2017,04,"LAC (CA SP, LOS ANGELES COUNTY)",3298,0,3298,2300,143.4,3300,TPOP1Ad1704.pdf
2017,04,KVSP (KERN VALLEY SP),3674,0,3674,2448,150.1,3458,TPOP1Ad1704.pdf
2017,04,ISP (IRONWOOD SP),3021,0,3021,2200,137.3,3200,TPOP1Ad1704.pdf
2017,04,HDSP (HIGH DESERT SP),3691,0,3691,2324,158.8,3361,TPOP1Ad1704.pdf
2017,04,FOL (FOLSOM SP) (MALE),2571,0,2571,2066,124.4,2893,TPOP1Ad1704.pdf
2017,04,DVI (DEUEL VOCATIONAL INSTITUTION),2313,0,2313,1681,137.6,2579,TPOP1Ad1704.pdf
2017,04,CVSP (CHUCKAWALLA VALLEY SP),2651,0,2651,1738,152.5,2478,TPOP1Ad1704.pdf
2017,04,CTF (CORRECTIONAL TRAINING FAC),5128,0,5128,3312,154.8,5231,TPOP1Ad1704.pdf
2017,04,"CRC (CAL REHAB CTR, MEN)",2691,0,2691,2491,108.0,3210,TPOP1Ad1704.pdf
2017,04,"COR (CA SP, CORCORAN)",3259,0,3259,3116,104.6,4537,TPOP1Ad1704.pdf
2017,04,CMF (CA MEDICAL FAC),2526,0,2526,2361,107.0,2774,TPOP1Ad1704.pdf
2017,04,CMC (CA MEN'S COLONY),3867,0,3867,3838,100.8,4660,TPOP1Ad1704.pdf
2017,04,CIM (CA INSTITUTION FOR MEN),3514,0,3514,2976,118.1,4186,TPOP1Ad1704.pdf
2017,04,CHCF (CA HEALTH CARE FAC - STOCKTON),2360,1,2361,2951,80.0,2951,TPOP1Ad1704.pdf
2017,04,CEN (CENTINELA SP),3571,0,3571,2308,154.7,3333,TPOP1Ad1704.pdf
2017,04,CCI (CA CORRECTIONAL INSTITUTION),3867,0,3867,2783,139.0,4120,TPOP1Ad1704.pdf
2017,04,CCC (CA CORRECTIONAL CENTER),4272,0,4272,3883,110.0,4667,TPOP1Ad1704.pdf
2017,04,CAL (CALIPATRIA SP),3850,0,3850,2308,166.8,3333,TPOP1Ad1704.pdf
2017,04,ASP (AVENAL SP),3649,0,3649,2920,125.0,4370,TPOP1Ad1704.pdf
2017,05,FOL (FOLSOM SP) (FEMALE),442,0,442,403,109.7,530,TPOP1Ad1705.pdf
2017,05,CIW (CA INSTITUTION FOR WOMEN),1860,0,1860,1398,133.0,1858,TPOP1Ad1705.pdf
2017,05,CCWF (CENTRAL CA WOMEN'S FAC),2972,0,2972,2004,148.3,2966,TPOP1Ad1705.pdf
2017,05,WSP (WASCO SP),5281,0,5281,2984,177.0,4351,TPOP1Ad1705.pdf
2017,05,VSP (VALLEY SP),3543,0,3543,1980,178.9,2954,TPOP1Ad1705.pdf
2017,05,SVSP (SALINAS VALLEY SP),3619,0,3619,2452,147.6,3409,TPOP1Ad1705.pdf
2017,05,SQ (SAN QUENTIN SP),3954,0,3954,3082,128.3,4038,TPOP1Ad1705.pdf
2017,05,"SOL (CA SP, SOLANO)",3916,0,3916,2610,150.0,3882,TPOP1Ad1705.pdf
2017,05,SCC (SIERRA CONSERVATION CENTER),4150,0,4150,3936,105.4,4660,TPOP1Ad1705.pdf
2017,05,SATF (CA SUBSTANCE ABUSE TREAT FAC),5654,0,5654,3424,165.1,4979,TPOP1Ad1705.pdf
2017,05,"SAC (CA SP, SACRAMENTO)",2322,0,2322,1828,127.0,2393,TPOP1Ad1705.pdf
2017,05,RJD (RJ DONOVAN CORRECTIONAL FAC),3826,0,3826,2992,127.9,3942,TPOP1Ad1705.pdf
2017,05,PVSP (PLEASANT VALLEY SP),3192,0,3192,2308,138.3,3333,TPOP1Ad1705.pdf
2017,05,PBSP (PELICAN BAY SP),2023,0,2023,2380,85.0,2530,TPOP1Ad1705.pdf
2017,05,NKSP (NORTH KERN SP),4618,0,4618,2694,171.4,3911,TPOP1Ad1705.pdf
2017,05,MCSP (MULE CREEK SP),3597,0,3597,3284,109.5,4001,TPOP1Ad1705.pdf
2017,05,"LAC (CA SP, LOS ANGELES COUNTY)",3320,0,3320,2300,144.3,3300,TPOP1Ad1705.pdf
2017,05,KVSP (KERN VALLEY SP),3713,0,3713,2448,151.7,3458,TPOP1Ad1705.pdf
2017,05,ISP (IRONWOOD SP),3030,0,3030,2200,137.7,3200,TPOP1Ad1705.pdf
2017,05,HDSP (HIGH DESERT SP),3791,0,3791,2324,163.1,3361,TPOP1Ad1705.pdf
2017,05,FOL (FOLSOM SP) (MALE),2612,0,2612,2066,126.4,2895,TPOP1Ad1705.pdf
2017,05,DVI (DEUEL VOCATIONAL INSTITUTION),2416,0,2416,1681,143.7,2353,TPOP1Ad1705.pdf
2017,05,CVSP (CHUCKAWALLA VALLEY SP),2734,0,2734,1738,157.3,2478,TPOP1Ad1705.pdf
2017,05,CTF (CORRECTIONAL TRAINING FAC),5081,0,5081,3312,153.4,4887,TPOP1Ad1705.pdf
2017,05,"CRC (CAL REHAB CTR, MEN)",2648,0,2648,2491,106.3,3210,TPOP1Ad1705.pdf
2017,05,"COR (CA SP, CORCORAN)",3028,0,3028,3116,97.2,4264,TPOP1Ad1705.pdf
2017,05,CMF (CA MEDICAL FAC),2520,0,2520,2361,106.7,2810,TPOP1Ad1705.pdf
2017,05,CMC (CA MEN'S COLONY),3882,0,3882,3838,101.1,4440,TPOP1Ad1705.pdf
2017,05,CIM (CA INSTITUTION FOR MEN),3532,0,3532,2976,118.7,4186,TPOP1Ad1705.pdf
2017,05,CHCF (CA HEALTH CARE FAC - STOCKTON),2378,1,2379,2951,80.6,2951,TPOP1Ad1705.pdf
2017,05,CEN (CENTINELA SP),3536,0,3536,2308,153.2,3333,TPOP1Ad1705.pdf
2017,05,CCI (CA CORRECTIONAL INSTITUTION),3771,0,3771,2783,135.5,4120,TPOP1Ad1705.pdf
2017,05,CCC (CA CORRECTIONAL CENTER),4247,0,4247,3883,109.4,4667,TPOP1Ad1705.pdf
2017,05,CAL (CALIPATRIA SP),3877,0,3877,2308,168.0,3333,TPOP1Ad1705.pdf
2017,05,ASP (AVENAL SP),3675,0,3675,2920,125.9,4370,TPOP1Ad1705.pdf
2017,06,FOL (FOLSOM SP) (FEMALE),445,0,445,403,110.4,530,TPOP1Ad1706.pdf
2017,06,CIW (CA INSTITUTION FOR WOMEN),1894,0,1894,1398,135.5,1858,TPOP1Ad1706.pdf
2017,06,CCWF (CENTRAL CA WOMEN'S FAC),2957,0,2957,2004,147.6,2966,TPOP1Ad1706.pdf
2017,06,WSP (WASCO SP),5237,0,5237,2984,175.5,4351,TPOP1Ad1706.pdf
2017,06,VSP (VALLEY SP),3557,0,3557,1980,179.6,2954,TPOP1Ad1706.pdf
2017,06,SVSP (SALINAS VALLEY SP),3592,0,3592,2452,146.5,3409,TPOP1Ad1706.pdf
2017,06,SQ (SAN QUENTIN SP),4004,0,4004,3082,129.9,4038,TPOP1Ad1706.pdf
2017,06,"SOL (CA SP, SOLANO)",3879,0,3879,2610,148.6,3882,TPOP1Ad1706.pdf
2017,06,SCC (SIERRA CONSERVATION CENTER),4219,0,4219,3936,107.2,4660,TPOP1Ad1706.pdf
2017,06,SATF (CA SUBSTANCE ABUSE TREAT FAC),5650,0,5650,3424,165.0,5111,TPOP1Ad1706.pdf
2017,06,"SAC (CA SP, SACRAMENTO)",2305,0,2305,1828,126.1,2393,TPOP1Ad1706.pdf
2017,06,RJD (RJ DONOVAN CORRECTIONAL FAC),3840,0,3840,2992,128.3,3942,TPOP1Ad1706.pdf
2017,06,PVSP (PLEASANT VALLEY SP),3087,0,3087,2308,133.8,3333,TPOP1Ad1706.pdf
2017,06,PBSP (PELICAN BAY SP),2047,0,2047,2380,86.0,2530,TPOP1Ad1706.pdf
2017,06,NKSP (NORTH KERN SP),4654,0,4654,2694,172.8,3911,TPOP1Ad1706.pdf
2017,06,MCSP (MULE CREEK SP),3626,0,3626,3284,110.4,4001,TPOP1Ad1706.pdf
2017,06,"LAC (CA SP, LOS ANGELES COUNTY)",3379,0,3379,2300,146.9,3300,TPOP1Ad1706.pdf
2017,06,KVSP (KERN VALLEY SP),3661,0,3661,2448,149.6,3458,TPOP1Ad1706.pdf
2017,06,ISP (IRONWOOD SP),3075,0,3075,2200,139.8,3200,TPOP1Ad1706.pdf
2017,06,HDSP (HIGH DESERT SP),3729,0,3729,2324,160.5,3361,TPOP1Ad1706.pdf
2017,06,FOL (FOLSOM SP) (MALE),2645,0,2645,2066,128.0,2895,TPOP1Ad1706.pdf
2017,06,DVI (DEUEL VOCATIONAL INSTITUTION),2400,0,2400,1681,142.8,2353,TPOP1Ad1706.pdf
2017,06,CVSP (CHUCKAWALLA VALLEY SP),2789,0,2789,1738,160.5,2478,TPOP1Ad1706.pdf
2017,06,CTF (CORRECTIONAL TRAINING FAC),5078,0,5078,3312,153.3,4887,TPOP1Ad1706.pdf
2017,06,"CRC (CAL REHAB CTR, MEN)",2664,0,2664,2491,106.9,3210,TPOP1Ad1706.pdf
2017,06,"COR (CA SP, CORCORAN)",3069,0,3069,3116,98.5,4264,TPOP1Ad1706.pdf
2017,06,CMF (CA MEDICAL FAC),2518,0,2518,2361,106.6,2789,TPOP1Ad1706.pdf
2017,06,CMC (CA MEN'S COLONY),4020,0,4020,3838,104.7,4401,TPOP1Ad1706.pdf
2017,06,CIM (CA INSTITUTION FOR MEN),3642,0,3642,2976,122.4,4186,TPOP1Ad1706.pdf
2017,06,CHCF (CA HEALTH CARE FAC - STOCKTON),2414,0,2414,2951,81.8,2951,TPOP1Ad1706.pdf
2017,06,CEN (CENTINELA SP),3557,0,3557,2308,154.1,3333,TPOP1Ad1706.pdf
2017,06,CCI (CA CORRECTIONAL INSTITUTION),3806,0,3806,2783,136.8,4120,TPOP1Ad1706.pdf
2017,06,CCC (CA CORRECTIONAL CENTER),4122,0,4122,3883,106.2,4667,TPOP1Ad1706.pdf
2017,06,CAL (CALIPATRIA SP),3823,0,3823,2308,165.6,3333,TPOP1Ad1706.pdf
2017,06,ASP (AVENAL SP),3724,0,3724,2920,127.5,4370,TPOP1Ad1706.pdf
2017,07,FOL (FOLSOM SP) (FEMALE),430,0,430,403,106.7,530,TPOP1Ad1707.pdf
2017,07,CIW (CA INSTITUTION FOR WOMEN),1883,0,1883,1398,134.7,1858,TPOP1Ad1707.pdf
2017,07,CCWF (CENTRAL CA WOMEN'S FAC),2963,0,2963,2004,147.9,2966,TPOP1Ad1707.pdf
2017,07,WSP (WASCO SP),5283,0,5283,2984,177.0,4351,TPOP1Ad1707.pdf
2017,07,VSP (VALLEY SP),3496,0,3496,1980,176.6,2954,TPOP1Ad1707.pdf
2017,07,SVSP (SALINAS VALLEY SP),3535,0,3535,2452,144.2,3409,TPOP1Ad1707.pdf
2017,07,SQ (SAN QUENTIN SP),4102,0,4102,3082,133.1,4038,TPOP1Ad1707.pdf
2017,07,"SOL (CA SP, SOLANO)",3818,0,3818,2610,146.3,3882,TPOP1Ad1707.pdf
2017,07,SCC (SIERRA CONSERVATION CENTER),4181,0,4181,3936,106.2,4660,TPOP1Ad1707.pdf
2017,07,SATF (CA SUBSTANCE ABUSE TREAT FAC),5708,0,5708,3424,166.7,5111,TPOP1Ad1707.pdf
2017,07,"SAC (CA SP, SACRAMENTO)",2302,0,2302,1828,125.9,2457,TPOP1Ad1707.pdf
2017,07,RJD (RJ DONOVAN CORRECTIONAL FAC),3813,0,3813,2992,127.4,3942,TPOP1Ad1707.pdf
2017,07,PVSP (PLEASANT VALLEY SP),2987,0,2987,2308,129.4,3333,TPOP1Ad1707.pdf
2017,07,PBSP (PELICAN BAY SP),2068,0,2068,2380,86.9,3250,TPOP1Ad1707.pdf
2017,07,NKSP (NORTH KERN SP),4614,0,4614,2694,171.3,3911,TPOP1Ad1707.pdf
2017,07,MCSP (MULE CREEK SP),3628,0,3628,3284,110.5,4001,TPOP1Ad1707.pdf
2017,07,"LAC (CA SP, LOS ANGELES COUNTY)",3366,0,3366,2300,146.3,3300,TPOP1Ad1707.pdf
2017,07,KVSP (KERN VALLEY SP),3626,0,3626,2448,148.1,3458,TPOP1Ad1707.pdf
2017,07,ISP (IRONWOOD SP),3138,0,3138,2200,142.6,3200,TPOP1Ad1707.pdf
2017,07,HDSP (HIGH DESERT SP),3579,0,3579,2324,154.0,3361,TPOP1Ad1707.pdf
2017,07,FOL (FOLSOM SP) (MALE),2613,0,2613,2066,126.5,2895,TPOP1Ad1707.pdf
2017,07,DVI (DEUEL VOCATIONAL INSTITUTION),2487,0,2487,1681,147.9,2353,TPOP1Ad1707.pdf
2017,07,CVSP (CHUCKAWALLA VALLEY SP),2812,0,2812,1738,161.8,2478,TPOP1Ad1707.pdf
2017,07,CTF (CORRECTIONAL TRAINING FAC),5086,0,5086,3312,153.6,4887,TPOP1Ad1707.pdf
2017,07,"CRC (CAL REHAB CTR, MEN)",2654,0,2654,2491,106.5,3210,TPOP1Ad1707.pdf
2017,07,"COR (CA SP, CORCORAN)",3208,0,3208,3116,103.0,4264,TPOP1Ad1707.pdf
2017,07,CMF (CA MEDICAL FAC),2517,0,2517,2361,106.6,2789,TPOP1Ad1707.pdf
2017,07,CMC (CA MEN'S COLONY),4081,0,4081,3838,106.3,4401,TPOP1Ad1707.pdf
2017,07,CIM (CA INSTITUTION FOR MEN),3687,0,3687,2976,123.9,4186,TPOP1Ad1707.pdf
2017,07,CHCF (CA HEALTH CARE FAC - STOCKTON),2401,0,2401,2951,81.4,2951,TPOP1Ad1707.pdf
2017,07,CEN (CENTINELA SP),3423,0,3423,2308,148.3,3333,TPOP1Ad1707.pdf
2017,07,CCI (CA CORRECTIONAL INSTITUTION),3798,0,3798,2783,136.5,4120,TPOP1Ad1707.pdf
2017,07,CCC (CA CORRECTIONAL CENTER),4081,0,4081,3883,105.1,4667,TPOP1Ad1707.pdf
2017,07,CAL (CALIPATRIA SP),3759,0,3759,2308,162.9,3333,TPOP1Ad1707.pdf
2017,07,ASP (AVENAL SP),3706,0,3706,2920,126.9,4370,TPOP1Ad1707.pdf
2017,08,FOL (FOLSOM SP) (FEMALE),434,0,434,403,107.7,530,TPOP1Ad1708.pdf
2017,08,CIW (CA INSTITUTION FOR WOMEN),1881,0,1881,1398,134.5,1856,TPOP1Ad1708.pdf
2017,08,CCWF (CENTRAL CA WOMEN'S FAC),2964,0,2964,2004,147.9,2966,TPOP1Ad1708.pdf
2017,08,WSP (WASCO SP),5097,0,5097,2984,170.8,4351,TPOP1Ad1708.pdf
2017,08,VSP (VALLEY SP),3474,0,3474,1980,175.5,2954,TPOP1Ad1708.pdf
2017,08,SVSP (SALINAS VALLEY SP),3546,0,3546,2452,144.6,3409,TPOP1Ad1708.pdf
2017,08,SQ (SAN QUENTIN SP),4087,0,4087,3082,132.6,4038,TPOP1Ad1708.pdf
2017,08,"SOL (CA SP, SOLANO)",3773,0,3773,2610,144.6,3882,TPOP1Ad1708.pdf
2017,08,SCC (SIERRA CONSERVATION CENTER),4358,0,4358,3936,110.7,4780,TPOP1Ad1708.pdf
2017,08,SATF (CA SUBSTANCE ABUSE TREAT FAC),5662,0,5662,3424,165.4,5111,TPOP1Ad1708.pdf
2017,08,"SAC (CA SP, SACRAMENTO)",2200,0,2200,1828,120.4,2457,TPOP1Ad1708.pdf
2017,08,RJD (RJ DONOVAN CORRECTIONAL FAC),3876,0,3876,2992,129.5,3942,TPOP1Ad1708.pdf
2017,08,PVSP (PLEASANT VALLEY SP),2966,0,2966,2308,128.5,3333,TPOP1Ad1708.pdf
2017,08,PBSP (PELICAN BAY SP),2182,0,2182,2380,91.7,3250,TPOP1Ad1708.pdf
2017,08,NKSP (NORTH KERN SP),4541,0,4541,2694,168.6,3911,TPOP1Ad1708.pdf
2017,08,MCSP (MULE CREEK SP),3681,0,3681,3284,112.1,4001,TPOP1Ad1708.pdf
2017,08,"LAC (CA SP, LOS ANGELES COUNTY)",3437,0,3437,2300,149.4,3300,TPOP1Ad1708.pdf
2017,08,KVSP (KERN VALLEY SP),3612,0,3612,2448,147.5,3458,TPOP1Ad1708.pdf
2017,08,ISP (IRONWOOD SP),3192,0,3192,2200,145.1,3200,TPOP1Ad1708.pdf
2017,08,HDSP (HIGH DESERT SP),3548,0,3548,2324,152.7,3361,TPOP1Ad1708.pdf
2017,08,FOL (FOLSOM SP) (MALE),2576,0,2576,2066,124.7,2895,TPOP1Ad1708.pdf
2017,08,DVI (DEUEL VOCATIONAL INSTITUTION),2430,0,2430,1681,144.6,2353,TPOP1Ad1708.pdf
2017,08,CVSP (CHUCKAWALLA VALLEY SP),2807,0,2807,1738,161.5,2478,TPOP1Ad1708.pdf
2017,08,CTF (CORRECTIONAL TRAINING FAC),5117,0,5117,3312,154.5,4887,TPOP1Ad1708.pdf
2017,08,"CRC (CAL REHAB CTR, MEN)",2641,0,2641,2491,106.0,3210,TPOP1Ad1708.pdf
2017,08,"COR (CA SP, CORCORAN)",3227,0,3227,3116,103.6,4264,TPOP1Ad1708.pdf
2017,08,CMF (CA MEDICAL FAC),2557,0,2557,2361,108.3,2789,TPOP1Ad1708.pdf
2017,08,CMC (CA MEN'S COLONY),4181,0,4181,3838,108.9,4401,TPOP1Ad1708.pdf
2017,08,CIM (CA INSTITUTION FOR MEN),3643,0,3643,2976,122.4,4186,TPOP1Ad1708.pdf
2017,08,CHCF (CA HEALTH CARE FAC - STOCKTON),2374,0,2374,2951,80.4,2951,TPOP1Ad1708.pdf
2017,08,CEN (CENTINELA SP),3453,0,3453,2308,149.6,3333,TPOP1Ad1708.pdf
2017,08,CCI (CA CORRECTIONAL INSTITUTION),3846,0,3846,2783,138.2,4120,TPOP1Ad1708.pdf
2017,08,CCC (CA CORRECTIONAL CENTER),4179,0,4179,3883,107.6,4667,TPOP1Ad1708.pdf
2017,08,CAL (CALIPATRIA SP),3728,0,3728,2308,161.5,3333,TPOP1Ad1708.pdf
2017,08,ASP (AVENAL SP),3833,0,3833,2920,131.3,4370,TPOP1Ad1708.pdf
2017,09,FOL (FOLSOM SP) (FEMALE),421,0,421,403,104.5,530,TPOP1Ad1709.pdf
2017,09,CIW (CA INSTITUTION FOR WOMEN),1878,0,1878,1398,134.3,1856,TPOP1Ad1709.pdf
